Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,obs_record1,obs_record2,obs_record3,obs_record4,obs_record5
Cercis occidentalis,9.98333,6,14.6556,31,7.94167,664.5,41.5,FALSE,GBIF_CURRENT=244,,PLANTSEARCH=51,,
Cercocarpus betuloides,9.98333,6,14.7944,28.9,9.22083,563.25,10.5,FALSE,GBIF_CURRENT=668,,PLANTSEARCH=31,,
Chlorogalum pomeridianum,9.98333,6,14.2868,27.3,8.25833,729.5,60.25,FALSE,GBIF_CURRENT=9378,,PLANTSEARCH=34,,
Chosenia arbutifolia,9.98333,6,-1.82639,22.25,-15.7333,585.5,53.25,FALSE,GBIF_CURRENT=831,,PLANTSEARCH=13,,
Cistus inflatus,9.98333,6,13.3604,24.425,8.03333,898.75,107.25,FALSE,GBIF_CURRENT=997,,PLANTSEARCH=11,,
Coreopsis auriculata,9.98333,6,14.85,31.2,4.86667,1180.5,220.75,FALSE,GBIF_CURRENT=55,,PLANTSEARCH=23,,
Cornus elliptica,9.98333,6,13.7812,27.625,6.0625,1199.5,159,FALSE,GBIF_CURRENT=124,,PLANTSEARCH=19,,
Corydalis buschii,9.98333,6,5.89722,23.6,-6.93334,758.5,73.5,FALSE,GBIF_CURRENT=8,,PLANTSEARCH=1,,
Cyrtomium macrophyllum,9.98333,6,13.1194,27.8,4.225,1462.5,171,FALSE,GBIF_CURRENT=75,,PLANTSEARCH=3,,
Dasylirion leiophyllum,9.98333,6,15.6597,31.2,7.25417,569.5,71,FALSE,GBIF_CURRENT=56,,PLANTSEARCH=33,,
Dipterostemon capitatus,9.98333,6,15.4847,28.4,9.85834,632.5,9.5,FALSE,GBIF_CURRENT=986,,PLANTSEARCH=1,,
Elaeagnus glabra,9.98333,6,15.1743,28.475,6.64167,1325.25,140.75,FALSE,GBIF_CURRENT=147,,PLANTSEARCH=11,,
Elaeagnus macrophylla,9.98333,6,13.7035,27.6,4.95,1337,169.75,FALSE,GBIF_CURRENT=167,,PLANTSEARCH=29,,
Eriogonum giganteum,9.98333,6,15.9174,26.3,11.8625,439.5,7,FALSE,GBIF_CURRENT=612,,PLANTSEARCH=26,,
Eschscholzia caespitosa,9.98333,6,14.6486,29.9,6.85833,683.5,27.5,FALSE,GBIF_CURRENT=1626,,PLANTSEARCH=11,,
Fritillaria monantha,9.98333,6,15.7118,28.225,7.32917,1400,118,FALSE,GBIF_CURRENT=8,,PLANTSEARCH=2,,
Gelsemium sempervirens,9.98333,6,17.2611,31,7.78333,1182,213.5,FALSE,GBIF_CURRENT=6616,,PLANTSEARCH=65,,
Genista tenera,9.98333,6,14.4708,23.6,10.2667,738,68.5,FALSE,GBIF_CURRENT=77,,PLANTSEARCH=8,,
Hesperocyparis macnabiana,9.98333,6,13.9618,29,7.93333,876.5,42.5,FALSE,GBIF_CURRENT=35,,PLANTSEARCH=14,,
Hylotelephium ewersii,9.98333,6,4.74028,21.9,-5.45416,605.25,91,FALSE,GBIF_CURRENT=943,,PLANTSEARCH=3,,
Indigofera incarnata,9.98333,6,16.0118,31.1,6.7875,1349.75,170,FALSE,GBIF_CURRENT=429,,PLANTSEARCH=4,,
Kadsura heteroclita,9.98333,6,16.9333,29.1,9.23333,1198.75,93.75,FALSE,GBIF_CURRENT=267,,PLANTSEARCH=1,,
Kunzea muelleri,9.98333,6,8.5014,21.65,3.78333,1284.75,218,FALSE,GBIF_CURRENT=848,,PLANTSEARCH=12,,
Leptospermum namadgiensis,9.98333,6,8.91388,23.475,3.43334,898.5,179.25,FALSE,GBIF_CURRENT=119,,PLANTSEARCH=5,,
Lycoris aurea,9.98333,6,16.8181,30.5,8.4875,1257,125,FALSE,GBIF_CURRENT=288,,PLANTSEARCH=44,,
Moraea ochroleuca,9.98333,6,15.0202,25.75,9.525,709.75,98.5,FALSE,GBIF_CURRENT=72,,PLANTSEARCH=13,,
Muhlenbergia rigens,9.98333,6,15.7757,30.725,8.89167,538.75,24.25,FALSE,GBIF_CURRENT=1813,,PLANTSEARCH=47,,
Nothaphoebe cavaleriei,9.98333,6,13.7812,27.85,5.30834,730,141,FALSE,PLANTSEARCH=11,,,,
Odontostomum hartwegii,9.98333,6,15.6,30.85,8.8125,778,65.25,FALSE,GBIF_CURRENT=39,,PLANTSEARCH=14,,
Phalocallis coelestis,9.98333,6,15.8333,29.375,9.72917,1340.25,262,FALSE,GBIF_CURRENT=6,,PLANTSEARCH=8,,
Phlomis purpurea,9.98333,6,15.1458,28.95,8.425,580,71,FALSE,GBIF_CURRENT=8759,,PLANTSEARCH=52,,
Phyllostachys sulphurea,9.98333,6,15.3055,28.5,5.6875,1131.5,121.75,FALSE,GBIF_CURRENT=58,,PLANTSEARCH=9,,
Physaria arctica,9.98333,6,4.23333,15.05,-0.883335,411.5,80,FALSE,GBIF_CURRENT=3,,PLANTSEARCH=4,,
Piloselloides hirsuta,9.98333,6,15.5799,24.8,9.57083,905.75,76.75,FALSE,GBIF_CURRENT=871,,PLANTSEARCH=2,,
Pittosporum truncatum,9.98333,6,14.8917,28.775,5.775,1005.5,102,FALSE,GBIF_CURRENT=158,,PLANTSEARCH=21,,
Primula concholoba,9.98333,6,3.73056,17.5,-3.10833,859.5,100.75,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=6,,
Primula grandis,9.98333,6,4.37222,19.475,-2.50417,1062.5,202,FALSE,GBIF_CURRENT=9,,PLANTSEARCH=2,,
Pulsatilla campanella,9.98333,6,0.930557,20.95,-8.72917,583.25,79.75,FALSE,GBIF_CURRENT=1,,PLANTSEARCH=23,,
Rhododendron bachii,9.98333,6,16.2458,29.75,7.35833,1194,128.5,FALSE,GBIF_CURRENT=134,,PLANTSEARCH=1,,
Rhododendron diversipilosum,9.98333,6,5.50417,22,-4.61667,900,146,FALSE,GBIF_CURRENT=31,,PLANTSEARCH=7,,
Rhododendron levinei,9.98333,6,17.5472,29.25,8.525,1400,129.5,FALSE,GBIF_CURRENT=44,,PLANTSEARCH=1,,
Ribes triste,9.98333,6,2.87083,23.15,-9.10833,664,84.5,FALSE,GBIF_CURRENT=3329,,PLANTSEARCH=22,,
Ribes viburnifolium,9.98333,6,15.9424,27.225,11.4125,453.75,6.5,FALSE,GBIF_CURRENT=391,,PLANTSEARCH=31,,
Romneya trichocalyx,9.98333,6,16.0049,28.3,11.2542,479,9,FALSE,GBIF_CURRENT=779,,PLANTSEARCH=16,,
Ruschia pulvinaris,9.98333,6,14.7785,30.3,5.96667,707,100.25,FALSE,GBIF_CURRENT=14,,PLANTSEARCH=15,,
Salix arbuscula,9.98333,6,3.23889,18.9,-3.725,753.5,131,FALSE,GBIF_CURRENT=2729,,PLANTSEARCH=29,,
Salix jejuna,9.98333,6,2.99375,21.35,-7.3375,912.75,171.5,FALSE,GBIF_CURRENT=16,,PLANTSEARCH=7,,
Salvia judaica,9.98333,6,16.9528,28.6,8.82917,601.75,55.5,FALSE,GBIF_CURRENT=382,,PLANTSEARCH=29,,
Schisandra propinqua,9.98333,6,15.4056,27.55,6.55833,1152.5,118,FALSE,GBIF_CURRENT=213,,PLANTSEARCH=14,,
Scoliopus bigelovii,9.98333,6,12.8306,23.8,7.44167,933.5,70,FALSE,GBIF_CURRENT=3348,,PLANTSEARCH=1,,
Shibataea chinensis,9.98333,6,15.9695,29.975,6.72083,1269.75,145,FALSE,GBIF_CURRENT=5,,PLANTSEARCH=14,,
Stachys turcomanica,9.98333,6,14.1938,32.575,4.17083,430.25,61.25,FALSE,GBIF_CURRENT=13,,PLANTSEARCH=3,,
Stachyurus retusus,9.98333,6,14.3451,26.275,6.05,1031.75,76.75,FALSE,GBIF_CURRENT=12,,PLANTSEARCH=7,,
Teucrium cossonii,9.98333,6,14.5167,29.05,8.28333,602,53.5,FALSE,GBIF_CURRENT=56,,PLANTSEARCH=22,,
Tigridia orthantha,9.98333,6,11.8743,21.9,7.79583,1045.25,111.75,FALSE,GBIF_CURRENT=144,,PLANTSEARCH=3,,
Triteleia bridgesii,9.98333,6,12.857,27.325,8.2875,1104.5,27.25,FALSE,GBIF_CURRENT=478,,PLANTSEARCH=7,,
Vaccinium deliciosum,9.98333,6,5.37014,20.95,-1.0125,1302,160.25,FALSE,GBIF_CURRENT=386,,PLANTSEARCH=7,,
Vitis californica,9.98333,6,14.9583,30.2,8.94167,636,10,FALSE,GBIF_CURRENT=141,,PLANTSEARCH=19,,
Vitis rotundifolia,9.98333,6,17.216,31.675,7.50417,1205.5,221,FALSE,GBIF_CURRENT=989,,PLANTSEARCH=22,,
Wisteria brachybotrys,9.98333,6,13.218,27.4,3.79167,1491.5,221.5,FALSE,GBIF_CURRENT=432,,PLANTSEARCH=7,,
Woodsia ilvensis,9.98333,6,5.73056,21.45,-3.56667,744.5,122.5,FALSE,GBIF_CURRENT=8782,,PLANTSEARCH=28,,
Yucca constricta,9.98333,6,17.9243,32.95,8.3,811.75,134.5,FALSE,GBIF_CURRENT=1337,,PLANTSEARCH=25,,
Yucca linearifolia,9.98333,6,17.9111,31.35,10.2667,595.5,56,FALSE,GBIF_CURRENT=9,,PLANTSEARCH=21,,
Yucca rupicola,9.98333,6,17.4486,31.25,7.75833,833,148,FALSE,GBIF_CURRENT=3581,,PLANTSEARCH=3,,
Yucca schottii,9.98333,6,15.0792,31.35,7.19167,671.5,85.5,FALSE,GBIF_CURRENT=331,,PLANTSEARCH=3,,
Zanthoxylum dissitum,9.98333,6,16.4861,30.575,7.13333,1226,85.25,FALSE,GBIF_CURRENT=269,,PLANTSEARCH=9,,
Acer fabri,9.98333,6,16.9428,30.865,7.46092,1325.75,140.875,TRUE,GBIF_BGCI=428,GBIF_CURRENT=181,,URBANPLANTS=2,PLANTSEARCH=31
Acer sinense,9.98333,6,15.9097,30.05,6.225,1266,113,TRUE,GBIF_CURRENT=65,,PLANTSEARCH=2,,
Adinandra glischroloma,9.98333,6,18.9209,30.7396,9.82353,1563.25,132.25,TRUE,GBIF_BGCI=72,GBIF_CURRENT=56,,URBANPLANTS=2,PLANTSEARCH=9
Aesculus chinensis,9.98333,6,14.5851,29.7615,4.59725,1121.62,87.25,TRUE,GBIF_BGCI=121,GBIF_CURRENT=81,,URBANPLANTS=14,PLANTSEARCH=39
Alniphyllum fortunei,9.98333,6,17.5956,30.687,8.16866,1418.25,142.5,TRUE,GBIF_BGCI=571,GBIF_CURRENT=281,,URBANPLANTS=3,PLANTSEARCH=24
Asimina parviflora,9.98333,6,17.3617,32.3747,7.78822,1306,264.333,TRUE,GBIF_BGCI=127,GBIF_CURRENT=364,,PLANTSEARCH=16,
Aucuba chinensis,9.98333,6,17.7575,29.788,9.57958,1579.5,113.875,TRUE,GBIF_BGCI=512,GBIF_CURRENT=168,,URBANPLANTS=5,PLANTSEARCH=24
Buxus sinica,9.98333,6,15.6391,29.7575,5.3685,1248.12,137.25,TRUE,GBIF_BGCI=248,GBIF_CURRENT=38,,URBANPLANTS=48,PLANTSEARCH=29
Camellia brevistyla,9.98333,6,18.6728,28.9856,11.6903,2202,198,TRUE,GBIF_BGCI=828,GBIF_CURRENT=233,,PLANTSEARCH=26,
Camellia forrestii,9.98333,6,16.1948,25.1667,10.1556,983.333,92.3333,TRUE,GBIF_BGCI=91,GBIF_CURRENT=27,,PLANTSEARCH=18,
Camellia reticulata,9.98333,6,15.6062,25.784,8.96317,967,81,TRUE,GBIF_BGCI=341,,GBIF_CURRENT=143,URBANPLANTS=9,PLANTSEARCH=43
Camellia yunnanensis,9.98333,6,15.4167,26.1,9.79999,968.667,79.3333,TRUE,GBIF_BGCI=91,GBIF_CURRENT=31,,PLANTSEARCH=22,
Caryota urens,9.98333,6,21.681,30.5395,17.3097,1816.5,81.625,TRUE,GBIF_BGCI=18,GBIF_CURRENT=28,,URBANPLANTS=15,PLANTSEARCH=75
Castanopsis sclerophylla,9.98333,6,16.769,32.207,6.14425,1381.38,170.5,TRUE,GBIF_BGCI=252,GBIF_CURRENT=145,,URBANPLANTS=9,PLANTSEARCH=13
Ceanothus spinosus,9.98333,6,16.6643,28.9316,12.4458,437.375,6.25,TRUE,GBIF_BGCI=668,GBIF_CURRENT=529,,URBANPLANTS=1,PLANTSEARCH=2
Chionanthus pygmaeus,9.98333,6,20.6687,32.8667,13.0167,1214.67,178,TRUE,GBIF_BGCI=15,GBIF_CURRENT=11,,PLANTSEARCH=24,
Cinnamomum parthenoxylon,9.98333,6,22.367,30.1527,17.1551,1846.67,211.5,TRUE,GBIF_BGCI=59,GBIF_CURRENT=244,,PLANTSEARCH=12,
Cinnamomum septentrionale,9.98333,6,16.8587,30.721,7.35558,1077.12,51.5,TRUE,GBIF_BGCI=22,GBIF_CURRENT=7,,URBANPLANTS=5,PLANTSEARCH=6
Elaeagnus pungens,9.98333,6,15.5295,30.563,5.4825,1235.62,167.75,TRUE,GBIF_BGCI=468,GBIF_CURRENT=137,,URBANPLANTS=13,PLANTSEARCH=8
Elliottia racemosa,9.98333,6,16.7385,32.4,7.17222,1186.33,232,TRUE,GBIF_BGCI=9,GBIF_CURRENT=3,,PLANTSEARCH=25,
Fraxinus griffithii,9.98333,6,18.5155,28.5715,12.4272,1632.62,148.5,TRUE,GBIF_BGCI=3,GBIF_CURRENT=326,,URBANPLANTS=26,PLANTSEARCH=3
Gymnocladus chinensis,9.98333,6,16.3778,32.1645,5.90883,1349.88,164.125,TRUE,GBIF_BGCI=57,GBIF_CURRENT=42,,URBANPLANTS=7,PLANTSEARCH=16
Huodendron tibeticum,9.98333,6,13.5578,25.25,6.77778,1399.5,100.167,TRUE,GBIF_BGCI=51,GBIF_CURRENT=24,,PLANTSEARCH=17,
Ilex cornuta,9.98333,6,15.6914,31.183,5.77642,1200.38,164.5,TRUE,GBIF_BGCI=21,GBIF_CURRENT=572,,URBANPLANTS=44,PLANTSEARCH=88
Ilex rotunda,9.98333,6,18.4251,30.8615,9.55617,1521,151,TRUE,GBIF_BGCI=124,GBIF_CURRENT=696,,URBANPLANTS=12,PLANTSEARCH=41
Lagerstroemia subcostata,9.98333,6,18.8799,29.704,11.6362,1894.75,142,TRUE,GBIF_BGCI=723,GBIF_CURRENT=788,,URBANPLANTS=7,PLANTSEARCH=37
Machilus ichangensis,9.98333,6,16.7526,30.526,6.94216,1343.75,89.875,TRUE,GBIF_BGCI=155,GBIF_CURRENT=17,,URBANPLANTS=2,PLANTSEARCH=6
Magnolia cavaleriei,9.98333,6,16.7321,31.38,6.58458,1452.5,183.625,TRUE,GBIF_BGCI=72,GBIF_CURRENT=26,,URBANPLANTS=1,PLANTSEARCH=8
Magnolia lotungensis,9.98333,6,17.4334,31.3333,8.24721,1381.17,165.167,TRUE,GBIF_BGCI=1,,GBIF_CURRENT=36,PLANTSEARCH=1,
Magnolia martini,9.98333,6,15.4162,28.212,6.98933,1217.88,99.625,TRUE,GBIF_BGCI=42,GBIF_CURRENT=13,,URBANPLANTS=2,PLANTSEARCH=7
Magnolia maudiae,9.98333,6,17.4557,30.6635,7.46425,1394.75,158.875,TRUE,GBIF_BGCI=246,GBIF_CURRENT=97,,URBANPLANTS=12,PLANTSEARCH=26
Morella cerifera,9.98333,6,18.2024,32.1911,9.42133,1196.33,225.833,TRUE,GBIF_CURRENT=4127,,URBANPLANTS=6,PLANTSEARCH=35,
Neolitsea aciculata,9.98333,6,13.9906,27.7153,5.96556,1758.17,185.5,TRUE,GBIF_BGCI=574,GBIF_CURRENT=27,,PLANTSEARCH=1,
Persea borbonia,9.98333,6,19.1016,32.4658,11.1727,1232.75,209.5,TRUE,GBIF_BGCI=16,GBIF_CURRENT=376,,URBANPLANTS=3,PLANTSEARCH=4
Persea palustris,9.98333,6,18.0275,32.2027,9.18999,1272,238,TRUE,GBIF_BGCI=126,GBIF_CURRENT=427,,PLANTSEARCH=22,
Photinia glabra,9.98333,6,15.4128,29.034,7.00533,1211,150.25,TRUE,GBIF_BGCI=612,GBIF_CURRENT=52,,URBANPLANTS=17,PLANTSEARCH=34
Prunus mume,9.98333,6,13.2246,27.592,6.0905,1066.62,113.25,TRUE,GBIF_BGCI=25156,GBIF_CURRENT=216,,URBANPLANTS=13,PLANTSEARCH=59
Quercus hypargyrea,9.98333,6,14.4694,27.225,5.80417,1028.5,123.25,TRUE,GBIF_CURRENT=33,,PLANTSEARCH=3,,
Quercus virginiana,9.98333,6,18.7599,32.4435,10.2621,1097.12,157.625,TRUE,GBIF_BGCI=496,GBIF_CURRENT=1664,,URBANPLANTS=26,PLANTSEARCH=12
Stewartia pteropetiolata,9.98333,6,16.8068,26.2,10.5667,1035.17,79.1667,TRUE,GBIF_BGCI=45,GBIF_CURRENT=15,,PLANTSEARCH=15,
Styrax odoratissimus,9.98333,6,17.9168,31.7896,8.1145,1453.5,155.75,TRUE,GBIF_BGCI=115,GBIF_CURRENT=49,,URBANPLANTS=4,PLANTSEARCH=12
Tapiscia sinensis,9.98333,6,16.0584,30.747,6.06392,1246,105.625,TRUE,GBIF_BGCI=118,,GBIF_CURRENT=138,URBANPLANTS=4,PLANTSEARCH=23
Tetradium glabrifolium,9.98333,6,19.3997,29.4436,12.6655,1888.5,125.25,TRUE,GBIF_BGCI=42,GBIF_CURRENT=294,,URBANPLANTS=1,PLANTSEARCH=9
Trachycarpus latisectus,9.98333,6,15.6729,25.05,9.79582,1845,84.75,TRUE,GBIF_BGCI=1,,PLANTSEARCH=24,,
Acantholimon caryophyllaceum,9.98333,8,10.8236,29.55,-0.891668,667.5,36.5,FALSE,GBIF_CURRENT=5,,PLANTSEARCH=3,,
Allium tolmiei,9.98333,8,8.67361,27.775,1.39167,646.5,102.25,FALSE,GBIF_CURRENT=89,,PLANTSEARCH=7,,
Anisocampium niponicum,9.98333,8,13.6361,29.7,3.71667,1220.25,143.5,FALSE,GBIF_CURRENT=522,,PLANTSEARCH=3,,
Aquilegia grata,9.98333,8,11.8847,25.05,2.9,948,170.5,FALSE,GBIF_CURRENT=4,,PLANTSEARCH=8,,
Arctostaphylos canescens,9.98333,8,12.8806,26.8,6.20833,1028,55,FALSE,GBIF_CURRENT=787,,PLANTSEARCH=16,,
Aria meliosmifolia,9.98333,8,14.9583,27.5,5.7,1172,47,FALSE,GBIF_CURRENT=53,,,,
Begonia taliensis,9.98333,8,15.7104,27.525,8.69166,860.75,69.75,FALSE,GBIF_CURRENT=34,,PLANTSEARCH=5,,
Brachyglottis lagopus,9.98333,8,8.80834,20.25,5.04167,1393.5,265,FALSE,GBIF_CURRENT=2565,,PLANTSEARCH=4,,
Carex oederi,9.98333,8,7.66806,21.2,0.674998,755.5,142,FALSE,GBIF_CURRENT=5127,,PLANTSEARCH=1,,
Carex tumulicola,9.98333,8,13.5646,27.475,9.17917,854,12.75,FALSE,GBIF_CURRENT=293,,PLANTSEARCH=17,,
Castilleja hispida,9.98333,8,9.48473,27.8,0.625002,904,163.5,FALSE,GBIF_CURRENT=3198,,PLANTSEARCH=2,,
Ceanothus cordulatus,9.98333,8,9.89166,27.725,4.72917,890.5,29,FALSE,GBIF_CURRENT=2133,,PLANTSEARCH=1,,
Celtica gigantea,9.98333,8,14.1174,28.025,7.49583,735,99.75,FALSE,GBIF_CURRENT=122,,PLANTSEARCH=6,,
Chrysojasminum parkeri,9.98333,8,12.9028,26.4,5.52083,887,109.25,FALSE,GBIF_CURRENT=3,,PLANTSEARCH=3,,
Cladanthus scariosus,9.98333,8,12.4813,28.775,5.05417,624.75,78,FALSE,GBIF_CURRENT=52,,PLANTSEARCH=3,,
Cremanthodium arnicoides,9.98333,8,5.89305,19.275,-0.962499,720.5,107,FALSE,GBIF_CURRENT=42,,PLANTSEARCH=14,,
Crocus mazziaricus,9.98333,8,15.2854,29.5,7.75,603.5,39,FALSE,GBIF_CURRENT=72,,,,
Daphne pseudosericea,9.98333,8,4.88611,20.2,-2.74167,1095.5,210,FALSE,GBIF_CURRENT=26,,PLANTSEARCH=1,,
Dichelostemma multiflorum,9.98333,8,13.6625,29.3,6.84167,894.75,69.5,FALSE,GBIF_CURRENT=934,,PLANTSEARCH=18,,
Draba olgae,9.98333,8,3.44583,22.15,-6.44167,538.5,61.5,FALSE,GBIF_CURRENT=28,,PLANTSEARCH=2,,
Eriogonum pulchrum,9.98333,8,11.8076,31.9,1.37917,573.25,95.25,FALSE,GBIF_CURRENT=47,,PLANTSEARCH=3,,
Erythranthe cardinalis,9.98333,8,14.3132,28.375,8.57917,673.75,35.75,FALSE,GBIF_CURRENT=4671,,PLANTSEARCH=12,,
Euphorbia rigida,9.98333,8,13.1556,28.025,6.07083,637,79.25,FALSE,GBIF_CURRENT=668,,PLANTSEARCH=52,,
Geranium reinii,9.98333,8,5.75833,22.35,-4.10417,1176.5,132.75,FALSE,GBIF_CURRENT=175,,PLANTSEARCH=2,,
Grevillea australis,9.98333,8,8.64862,21.6,4.15,1171,209.5,FALSE,GBIF_CURRENT=2147,,PLANTSEARCH=2,,
Hydrangea integrifolia,9.98333,8,12.4069,21.55,6.49167,1954,197.5,FALSE,GBIF_CURRENT=57,,PLANTSEARCH=15,,
Ilex franchetiana,9.98333,8,14.3722,25.6,7.15,1030,51.5,FALSE,GBIF_CURRENT=197,,PLANTSEARCH=3,,
Ilex melanotricha,9.98333,8,13.7063,25.3,6.29167,951.75,72.25,FALSE,GBIF_CURRENT=197,,PLANTSEARCH=3,,
Kniphofia angustifolia,9.98333,8,14.2562,23.825,10.725,715,37,FALSE,GBIF_CURRENT=27,,PLANTSEARCH=3,,
Lepisorus bicolor,9.98333,8,15.7764,29.1,9.05832,1117,116.5,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=1,,
Ludwigia alternifolia,9.98333,8,12.7854,30.375,1.25833,1134,245,FALSE,GBIF_CURRENT=3859,,PLANTSEARCH=18,,
Marah oregana,9.98333,8,12.1917,25.55,6.26667,1027.5,78.25,FALSE,GBIF_CURRENT=468,,PLANTSEARCH=5,,
Monardella purpurea,9.98333,8,13.5854,25.6,9.5,964.25,11,FALSE,GBIF_CURRENT=282,,PLANTSEARCH=4,,
Moraea robusta,9.98333,8,13.4222,24.95,7.6,761.25,80.5,FALSE,GBIF_CURRENT=18,,PLANTSEARCH=3,,
Noccaea vesicaria,9.98333,8,7.41944,25.175,-0.979165,751.5,123.5,FALSE,GBIF_CURRENT=32,,PLANTSEARCH=4,,
Ozothamnus ericifolius,9.98333,8,7.80903,19.075,3.4625,1013.5,174.75,FALSE,GBIF_CURRENT=151,,PLANTSEARCH=3,,
Pachystegia rufa,9.98333,8,12.209,22.5,7.775,876.75,172.75,FALSE,GBIF_CURRENT=3,,PLANTSEARCH=7,,
Papaver setigerum,9.98333,8,15.7938,30.3,9.00834,660.25,84.25,FALSE,GBIF_CURRENT=1915,,PLANTSEARCH=2,,
Paragymnopteris marantae,9.98333,8,12.8875,26.2,6.21667,749,98,FALSE,GBIF_CURRENT=1944,,PLANTSEARCH=1,,
Paraquilegia anemonoides,9.98333,8,2.93472,19.75,-4.86667,636,81.5,FALSE,GBIF_CURRENT=178,,PLANTSEARCH=7,,
Pentagramma triangularis,9.98333,8,14.1597,27.05,9.50833,729.75,10.5,FALSE,GBIF_CURRENT=9376,,PLANTSEARCH=6,,
Phlomis grandiflora,9.98333,8,14.2667,27.325,6.77083,708,73.75,FALSE,GBIF_CURRENT=13,,PLANTSEARCH=11,,
Potentilla dombeyi,9.98333,8,6.55972,17,3.03333,796,145.5,FALSE,GBIF_CURRENT=42,,PLANTSEARCH=6,,
Prunus itosakura,9.98333,8,12.9229,29.775,2.55833,1416,216.25,FALSE,GBIF_CURRENT=664,,PLANTSEARCH=2,,
Pseudosasa humilis,9.98333,8,12.8333,27.7,7.14168,1378,140,FALSE,GBIF_CURRENT=121,,PLANTSEARCH=4,,
Ranzania japonica,9.98333,8,7.02639,23.65,-2.36667,1201,200,FALSE,GBIF_CURRENT=24,,PLANTSEARCH=16,,
Rhodiola imbricata,9.98333,8,2.51528,18.75,-4.31666,450.75,80.25,FALSE,GBIF_CURRENT=157,,PLANTSEARCH=2,,
Rhodiola ishidae,9.98333,8,5.525,22.1,-4.225,1044.75,168.75,FALSE,GBIF_CURRENT=66,,PLANTSEARCH=13,,
Rosa morrisonensis,9.98333,8,5.95833,13.1,1.2,4269,302,FALSE,GBIF_CURRENT=143,,PLANTSEARCH=1,,
Rosa persetosa,9.98333,8,11.9271,24.175,3.22083,779.5,84.5,FALSE,GBIF_CURRENT=25,,PLANTSEARCH=4,,
Rupertia physodes,9.98333,8,13.8472,26.7,9.06667,807.5,10.5,FALSE,GBIF_CURRENT=1276,,PLANTSEARCH=9,,
Salvia glutinosa,9.98333,8,9.0986,24.3,1.425,957,174.5,FALSE,GBIF_CURRENT=882,,PLANTSEARCH=1,,
Sasa minensis,9.98333,8,11.9792,27.8,1.88333,1945,243,FALSE,GBIF_CURRENT=23,,,,
Sedum niveum,9.98333,8,10.5083,28.55,2.75833,972.5,134.75,FALSE,GBIF_CURRENT=121,,PLANTSEARCH=5,,
Sidalcea asprella,9.98333,8,12.3055,27,7.30833,1061,37.5,FALSE,GBIF_CURRENT=679,,PLANTSEARCH=2,,
Silene cognata,9.98333,8,9.19098,25.825,-0.708332,1129.75,144,FALSE,GBIF_CURRENT=445,,PLANTSEARCH=2,,
Siler montanum,9.98333,8,6.88819,22.475,-1.49583,1088.75,215.25,FALSE,GBIF_CURRENT=481,,PLANTSEARCH=2,,
Stachys thirkei,9.98333,8,13.7646,28.25,7.15832,869.75,139.5,FALSE,GBIF_CURRENT=84,,PLANTSEARCH=12,,
Styrax roseus,9.98333,8,15.3167,25.45,7.82916,1005.5,51.5,FALSE,GBIF_CURRENT=152,,PLANTSEARCH=2,,
Thymus zygis,9.98333,8,13.807,29.95,6.35,631.5,72,FALSE,GBIF_CURRENT=8866,,PLANTSEARCH=17,,
Triteleia hendersonii,9.98333,8,11.5153,27.25,5.05833,956.5,72.5,FALSE,GBIF_CURRENT=328,,PLANTSEARCH=6,,
Veronica cupressoides,9.98333,8,8.81944,20.475,4.25417,1246,238,FALSE,GBIF_CURRENT=75,,PLANTSEARCH=5,,
Veronica rupicola,9.98333,8,9.04861,20.7,4.6875,1342.75,262.75,FALSE,GBIF_CURRENT=118,,PLANTSEARCH=3,,
Veronica salicornioides,9.98333,8,7.78541,20.675,3.4125,1644.5,277.25,FALSE,GBIF_CURRENT=16,,PLANTSEARCH=4,,
Whipplea modesta,9.98333,8,13.2139,25.6,8.63333,969.5,13.5,FALSE,GBIF_CURRENT=2332,,PLANTSEARCH=9,,
Wisteria sinensis,9.98333,8,13.225,27.25,4.5,962.75,177.5,FALSE,GBIF_CURRENT=3379,,PLANTSEARCH=1,,
Yushania brevipaniculata,9.98333,8,13.3,26.8,4.74583,862.5,97.5,FALSE,GBIF_CURRENT=31,,PLANTSEARCH=1,,
Alnus lanata,9.98333,8,11.7411,23.7167,4.91389,847.833,53.6667,TRUE,GBIF_BGCI=3,GBIF_CURRENT=4,,PLANTSEARCH=9,
Arctostaphylos viscida,9.98333,8,13.5105,29.9247,6.80755,895.667,31.1667,TRUE,GBIF_BGCI=215,GBIF_CURRENT=51,,PLANTSEARCH=12,
Camellia lutchuensis,9.98333,8,17.1401,25.4667,10.5195,2123,213.833,TRUE,GBIF_BGCI=234,GBIF_CURRENT=48,,PLANTSEARCH=31,
Crataegus schuettei,9.98333,8,8.22917,26,-3.90556,872.667,176,TRUE,GBIF_BGCI=26,GBIF_CURRENT=52,,PLANTSEARCH=4,
Frangula californica,9.98333,8,14.093,27.3675,9.69992,672.625,11.625,TRUE,GBIF_BGCI=5314,GBIF_CURRENT=4465,,URBANPLANTS=2,PLANTSEARCH=2
